quietude,ˈkwʌɪɪtjuːd,"late 16th century: from French quiétude or medieval Latin quietudo, from Latin quietus ‘quiet’.",meanings,examples
crinkled,ˈkrɪŋk(ə)ld,,meanings,examples
crinkle,ˈkrɪŋk(ə)l,late Middle English: related to Old English crincan (see cringe).,meanings,examples
own,əʊn,"Old English āgen (adjective and pronoun) ‘owned, possessed’, past participle of āgan ‘owe’; the verb (Old English āgnian ‘possess’, also ‘make own's own’) was originally from the adjective, later probably reintroduced from owner.",meanings,examples
pipe,pʌɪp,"Old English pīpe  ‘musical tube’, pīpian  ‘play a pipe’, of Germanic origin; related to Dutch pijp and German Pfeife, based on Latin pipare ‘to peep, chirp’, reinforced in Middle English by Old French piper ‘to chirp, squeak’.",meanings,examples
representative,rɛprɪˈzɛntətɪv,,meanings,examples
pigeon,ˈpɪdʒɪn,"late Middle English: from Old French pijon, denoting a young bird, especially a young dove, from an alteration of late Latin pipio(n- ), ‘young cheeping bird’ of imitative origin.",meanings,examples
pigeon,ˈpɪdʒɪn,,meanings,examples
actress,ˈaktrəs,,meanings,examples
cease,siːs,"Middle English: from Old French cesser, from Latin cessare ‘stop’, from cedere ‘to yield’.",meanings,examples
circumstance,ˈsəːkəmst(ə)ns,"Middle English: from Old French circonstance or Latin circumstantia, from circumstare ‘encircle, encompass’, from circum ‘around’ + stare ‘stand’.",meanings,examples
including,ɪnˈkluːdɪŋ,,meanings,examples
include,ɪnˈkluːd,"late Middle English (also in the sense ‘shut in’): from Latin includere, from in- ‘into’ + claudere ‘to shut’.",meanings,examples
initial,ɪˈnɪʃ(ə)l,"early 16th century: from Latin initialis, from initium ‘beginning’, from inire ‘go in’, from in- ‘into’ + ire ‘go’.",meanings,examples
conveniently,kənˈviːnɪəntli,,meanings,examples
droop,druːp,Middle English: from Old Norse drúpa ‘hang the head’; related to drip and drop.,meanings,examples
introduce,ɪntrəˈdjuːs,"late Middle English (in the sense ‘bring (a person) into a place or group’): from Latin introducere, from intro- ‘to the inside’ + ducere ‘to lead’.",meanings,examples
pardon,ˈpɑːd(ə)n,"Middle English: from Old French pardun (noun), pardoner (verb), from medieval Latin perdonare ‘concede, remit’, from per- ‘completely’ + donare ‘give’.",meanings,examples
mystifying,ˈmɪstɪfʌɪɪŋ,,meanings,examples
mystify,ˈmɪstɪfʌɪ,"early 19th century: from French mystifier, formed irregularly from mystique ‘mystic’ or from mystère ‘mystery’.",meanings,examples
second,ˈsɛk(ə)nd,"Middle English: via Old French from Latin secundus ‘following, second’, from the base of sequi ‘follow’. The verb dates from the late 16th century.",meanings,examples
second,sɪˈkɒnd,early 19th century: from French en second ‘in the second rank (of officers)’.,meanings,examples
plenty,ˈplɛnti,"Middle English (in the sense ‘fullness, perfection’): from Old French plente, from Latin plenitas, from plenus ‘full’.",meanings,examples
cleaver,ˈkliːvə,,meanings,examples
obligation,ɒblɪˈɡeɪʃ(ə)n,"Middle English (in the sense ‘formal promise’): via Old French from Latin obligatio(n- ), from the verb obligare (see oblige).",meanings,examples
map,map,"early 16th century: from medieval Latin mappa mundi, literally ‘sheet of the world’, from Latin mappa ‘sheet, napkin’ + mundi ‘of the world’ (genitive of mundus ).",meanings,examples
try,trʌɪ,"Middle English: from Old French trier ‘sift’, of unknown origin. Sense 1 of the noun dates from the early 17th century.",meanings,examples
TRY,,,meanings,examples
patriotic,patrɪˈɒtɪk,mid 17th century: via late Latin from Greek patriōtikos ‘relating to a fellow countryman’ (see patriot).,meanings,examples
fatted,ˈfatɪd,,meanings,examples
fat,fat,"Old English fǣtt  ‘well fed, plump’, also ‘fatty, oily’, of West Germanic origin; related to Dutch vet and German feist .",meanings,examples
become,bɪˈkʌm,"Old English becuman  ‘come to a place, come (to be or do something)’ (see be-, come), of Germanic origin; related to Dutch bekomen and German bekommen ‘get, receive’.",meanings,examples
chicken,ˈtʃɪkɪn,"Old English cīcen, cȳcen, of Germanic origin; related to Dutch kieken and German Küchlein, and probably also to cock1.",meanings,examples
soulless,ˈsəʊllɪs,,meanings,examples
scenery,ˈsiːn(ə)ri,mid 18th century (earlier as scenary ): from Italian scenario (see scenario). The change in the ending was due to association with -ery.,meanings,examples
clammy,ˈklami,"late Middle English: from dialect clam  ‘to be sticky or adhere’, of Germanic origin; related to clay.",meanings,examples
imperceptible,ɪmpəˈsɛptɪb(ə)l,"late Middle English: from French, or from medieval Latin imperceptibilis, from in- ‘not’ + perceptibilis, from the verb percipere (see perceive).",meanings,examples
blindfold,ˈblʌɪn(d)fəʊld,"mid 16th century: alteration, by association with fold1, of blindfeld, past participle of obsolete blindfell  ‘strike blind, blindfold’, from Old English geblindfellan  (see blind, fell2).",meanings,examples
times,tʌɪmz,late 19th century (in a sense relating to the number of times that a specific dimension is to be repeated in quantitive surveying): use as a verb of times expressing multiplication (dating from late Middle English): see time (sense 5 of the noun).,meanings,examples
time,tʌɪm,"Old English tīma, of Germanic origin; related to tide, which it superseded in temporal senses. The earliest of the current verb senses (dating from late Middle English) is ‘do (something) at a particular moment’.",meanings,examples
daub,dɔːb,"late Middle English: from Old French dauber, from Latin dealbare ‘whiten, whitewash’, based on albus ‘white’.",meanings,examples
jolt,dʒəʊlt,late 16th century: of unknown origin.,meanings,examples
say,seɪ,"Old English secgan, of Germanic origin; related to Dutch zeggen and German sagen .",meanings,examples
direction,dɪˈrɛkʃ(ə)n,"late Middle English (in direction (sense 2)): from Latin directio(n- ), from the verb dirigere (see direct).",meanings,examples
whence,wɛns,"Middle English whennes, from earlier whenne (from Old English hwanon, of Germanic origin) + -s3 (later respelled -ce to denote the unvoiced sound).",meanings,examples
bachelor,ˈbatʃələ,Middle English: from Old French bacheler ; of uncertain origin.,meanings,examples
inspector,ɪnˈspɛktə,,meanings,examples
total,ˈtəʊt(ə)l,"late Middle English: via Old French from medieval Latin totalis, from totum ‘the whole’, neuter of Latin totus ‘whole, entire’. The verb, at first in the sense ‘add up’, dates from the late 16th century.",meanings,examples
cry,krʌɪ,"Middle English (in the sense ‘ask for earnestly or loudly’): from Old French crier (verb), cri (noun), from Latin quiritare ‘raise a public outcry’, literally ‘call on the Quirites (Roman citizens) for help’.",meanings,examples
damning,ˈdamɪŋ,,meanings,examples
damn,dam,"Middle English: from Old French dam(p)ner, from Latin dam(p)nare ‘inflict loss on’, from damnum ‘loss, damage’.",meanings,examples
row,rəʊ,"Old English rāw, of Germanic origin; related to Dutch rij and German Reihe .",meanings,examples
row,rəʊ,"Old English rōwan, of Germanic origin; related to rudder; from an Indo-European root shared by Latin remus ‘oar’, Greek eretmon ‘oar’.",meanings,examples
row,raʊ,mid 18th century: of unknown origin.,meanings,examples
hatching,ˈhatʃɪŋ,,meanings,examples
hatch,hatʃ,Middle English hacche ; related to Swedish häcka and Danish hække .,meanings,examples
hatch,hatʃ,"late 15th century (in the sense ‘inlay with strips of metal’): from Old French hacher, from hache (see hatchet).",meanings,examples
probe,prəʊb,"late Middle English (as a noun): from late Latin proba ‘proof’ (in medieval Latin ‘examination’), from Latin probare ‘to test’. The verb dates from the mid 17th century.",meanings,examples
stable,ˈsteɪb(ə)l,"Middle English: from Anglo-Norman French, from Latin stabilis, from the base of stare ‘to stand’.",meanings,examples
stable,ˈsteɪb(ə)l,"Middle English: shortening of Old French estable ‘stable, pigsty’, from Latin stabulum, from the base of stare ‘to stand’.",meanings,examples
harness,ˈhɑːnəs,"Middle English: from Old French harneis ‘military equipment’, from Old Norse, from herr ‘army’ + nest ‘provisions’.",meanings,examples
impatience,ɪmˈpeɪʃns,,meanings,examples
direct,dɪˈrɛkt,"late Middle English: from Latin directus, past participle of dirigere, from di- ‘distinctly’ or de- ‘down’ + regere ‘put straight’.",meanings,examples
grapple,ˈɡrap(ə)l,"Middle English (as a noun denoting a grappling hook): from Old French grapil, from Provençal, diminutive of grapa ‘hook’, of Germanic origin; related to grape. The verb dates from the mid 16th century.",meanings,examples
sketch,skɛtʃ,"mid 17th century: from Dutch schets or German Skizze, from Italian schizzo, from schizzare ‘make a sketch’, based on Greek skhedios ‘done extempore’.",meanings,examples
respond,rɪˈspɒnd,"late Middle English (as a noun): from Old French, from respondre ‘to answer’, from Latin respondere, from re- ‘again’ + spondere ‘to pledge’. The verb dates from the mid 16th century.",meanings,examples
incident,ˈɪnsɪd(ə)nt,"late Middle English: via Old French from Latin incident- ‘falling upon, happening to’, from the verb incidere, from in- ‘upon’ + cadere ‘to fall’.",meanings,examples
fatten,ˈfat(ə)n,,meanings,examples
disfigure,dɪsˈfɪɡə,"late Middle English: from Old French desfigurer, based on Latin figura ‘figure’.",meanings,examples
catch,katʃ,"Middle English (also in the sense ‘chase’): from Anglo-Norman French and Old Northern French cachier, variant of Old French chacier, based on Latin captare ‘try to catch’, from capere ‘take’.",meanings,examples
concert,,"late 16th century (in the sense ‘unite’): from French concerter, from Italian concertare ‘harmonize’. The noun use, dating from the early 17th century (in the sense ‘a combination of voices or sounds’), is from French concert, from Italian concerto, from concertare .",meanings,examples
clamour,ˈklamə,"late Middle English: via Old French from Latin clamor, from clamare ‘cry out’.",meanings,examples
pity,ˈpɪti,"Middle English (also in the sense ‘clemency, mildness’): from Old French pite ‘compassion’, from Latin pietas ‘piety’; compare with piety.",meanings,examples
uncertain,ʌnˈsəːt(ə)n,,meanings,examples
unimportant,ʌnɪmˈpɔːt(ə)nt,,meanings,examples
concern,kənˈsəːn,"late Middle English: from French concerner or late Latin concernere (in medieval Latin ‘be relevant to’), from con- (expressing intensive force) + cernere ‘sift, discern’.",meanings,examples
stubble,ˈstʌb(ə)l,"Middle English: from Anglo-Norman French stuble, from Latin stupla, stupula, variants of stipula ‘straw’.",meanings,examples
beautiful,ˈbjuːtɪfʊl,,meanings,examples
work,wəːk,"Old English weorc (noun), wyrcan (verb), of Germanic origin; related to Dutch werk and German Werk, from an Indo-European root shared by Greek ergon .",meanings,examples
refrain,rɪˈfreɪn,"Middle English (in the sense ‘restrain a thought or feeling’): from Old French refrener, from Latin refrenare, from re- (expressing intensive force) + frenum ‘bridle’.",meanings,examples
refrain,rɪˈfreɪn,"late Middle English: from Old French, from refraindre ‘break’, based on Latin refringere ‘break up’ (because the refrain ‘broke’ the sequence).",meanings,examples
state,steɪt,"Middle English (as a noun): partly a shortening of estate, partly from Latin status ‘manner of standing, condition’ (see status). The current verb senses date from the mid 17th century.",meanings,examples
contrast,,"late 17th century (as a term in fine art, in the sense ‘juxtapose so as to bring out differences in form and colour’): from French contraste (noun), contraster (verb), via Italian from medieval Latin contrastare, from Latin contra- ‘against’ + stare ‘stand’.",meanings,examples
scold,skəʊld,Middle English (as a noun): probably from Old Norse skáld ‘skald’.,meanings,examples
defined,dɪˈfʌɪnd,,meanings,examples
define,dɪˈfʌɪn,"late Middle English (also in the sense ‘bring to an end’): from Old French definer, from a variant of Latin definire, from de- (expressing completion) + finire ‘finish’ (from finis ‘end’).",meanings,examples
undue,ʌnˈdjuː,,meanings,examples
element,ˈɛlɪm(ə)nt,"Middle English (denoting fundamental constituents of the world or celestial objects): via Old French from Latin elementum ‘principle, rudiment’, translating Greek stoikheion ‘step, component part’.",meanings,examples
queer,kwɪə,"early 16th century: considered to be from German quer ‘oblique, perverse’, but the origin is doubtful.",meanings,examples
concealment,kənˈsiːlm(ə)nt,,meanings,examples
probable,ˈprɒbəb(ə)l,"late Middle English (in the sense ‘worthy of belief’): via Old French from Latin probabilis, from probare ‘to test, demonstrate’.",meanings,examples
opposite,ˈɒpəzɪt,"late Middle English: via Old French from Latin oppositus, past participle of opponere ‘set against’.",meanings,examples
restraint,rɪˈstreɪnt,"late Middle English: from Old French restreinte, feminine past participle of restreindre ‘hold back’ (see restrain).",meanings,examples
cloud,klaʊd,Old English clūd  ‘mass of rock or earth’; probably related to clot. cloud (sense 1 of the noun) dates from Middle English.,meanings,examples
create,kriːˈeɪt,"late Middle English (in the sense ‘form out of nothing’, used of a divine or supernatural being): from Latin creat- ‘produced’, from the verb creare .",meanings,examples
restrained,rɪˈstreɪnd,,meanings,examples
restrain,rɪˈstreɪn,"Middle English: from Old French restreign-, stem of restreindre, from Latin restringere, from re- ‘back’ + stringere ‘to tie, pull tight’.",meanings,examples
furze,fəːz,"Old English fyrs, of unknown origin.",meanings,examples
cum,kʌm,late 19th century: Latin.,meanings,examples
cum,kʌm,1920s: variant spelling of come.,meanings,examples
sweeping,ˈswiːpɪŋ,,meanings,examples
sweep,swiːp,"Old English swāpan (verb), of Germanic origin; related to German schweifen ‘sweep in a curve’.",meanings,examples
Twa,twɑː,"a local word meaning ‘foreigner, outsider’.",meanings,examples
cup,kʌp,"Old English: from popular Latin cuppa, probably from Latin cupa ‘tub’.",meanings,examples
CUP,,,meanings,examples
wasting,ˈweɪstɪŋ,,meanings,examples
waste,weɪst,"Middle English: from Old Northern French wast(e ) (noun), waster (verb), based on Latin vastus ‘unoccupied, uncultivated’.",meanings,examples
cut,kʌt,"Middle English (probably existing, although not recorded, in Old English); probably of Germanic origin and related to Norwegian kutte and Icelandic kuta ‘cut with a small knife’, kuti ‘small blunt knife’.",meanings,examples
probably,ˈprɒbəbli,,meanings,examples
penniless,ˈpɛnɪləs,,meanings,examples
manly,ˈmanli,,meanings,examples
weigh,weɪ,"Old English wegan, of Germanic origin; related to Dutch wegen ‘weigh’, German bewegen ‘move’, from an Indo-European root shared by Latin vehere ‘convey’. Early senses included ‘transport from one place to another’ and ‘raise up’.",meanings,examples
dread,drɛd,"Old English ādrǣdan, ondrǣdan, of West Germanic origin; related to Old High German intrātan .",meanings,examples
two,tuː,"Old English twā (feminine and neuter) of Germanic origin; related to Dutch twee and German zwei, from an Indo-European root shared by Latin and Greek duo . Compare with twain.",meanings,examples
warmly,ˈwɔːmli,,meanings,examples
moment,ˈməʊm(ə)nt,late Middle English: from Latin momentum (see momentum).,meanings,examples
instinctive,ɪnˈstɪŋ(k)tɪv,,meanings,examples
tear,tɛː,"Old English teran, of Germanic origin; related to Dutch teren and German zehren, from an Indo-European root shared by Greek derein ‘flay’. The noun dates from the early 17th century.",meanings,examples
tear,tɪə,"Old English tēar, of Germanic origin; related to German Zähre, from an Indo-European root shared by Old Latin dacruma (Latin lacrima ) and Greek dakru .",meanings,examples
desired,dɪˈzʌɪəd,,meanings,examples
desire,dɪˈzʌɪə,"Middle English: from Old French desir (noun), desirer (verb), from Latin desiderare (see desiderate).",meanings,examples
calmly,ˈkɑːmli,,meanings,examples
attack,əˈtak,"early 17th century: from French attaque (noun), attaquer (verb), from Italian attacco ‘an attack’, attaccare ‘join battle’, based on an element of Germanic origin (see attach).",meanings,examples
pencil,ˈpɛns(ə)l,"Middle English (denoting a fine paintbrush): from Old French pincel, from a diminutive of Latin peniculus ‘brush’, diminutive of penis ‘tail’. The verb was originally (early 16th century) in the sense ‘paint with a fine brush’.",meanings,examples
humour,ˈhjuːmə,"Middle English: via Old French from Latin humor ‘moisture’, from humere (see humid). The original sense was ‘bodily fluid’ (surviving in aqueous humour and vitreous humour ); it was used specifically for any of the cardinal humours (humour (sense 3 of the noun)), whence ‘mental disposition’ (thought to be caused by the relative proportions of the humours). This led, in the 16th century, to the senses ‘mood’ (humour (sense 2 of the noun)) and ‘whim’, hence to humour someone ‘to indulge a person's whim’. humour (sense 1 of the noun) dates from the late 16th century.",meanings,examples
reported,rɪˈpɔːtɪd,,meanings,examples
report,rɪˈpɔːt,"late Middle English: from Old French reporter (verb), report (noun), from Latin reportare ‘bring back’, from re- ‘back’ + portare ‘carry’. The sense ‘give an account’ gave rise to ‘submit a formal report’, hence ‘inform an authority of one's presence’ (report (sense 2 of the verb), mid 19th century) and ‘be accountable to a superior’ (report (sense 3 of the verb), late 19th century).",meanings,examples
attach,əˈtatʃ,"Middle English (in the sense ‘seize by legal authority’): from Old French atachier or estachier ‘fasten, fix’, based on an element of Germanic origin related to stake1; compare with attack.",meanings,examples
worried,ˈwʌrɪd,,meanings,examples
worry,ˈwʌri,"Old English wyrgan  ‘strangle’, of West Germanic origin. In Middle English the original sense of the verb gave rise to the meaning ‘seize by the throat and tear’, later figuratively ‘harass’, whence ‘cause anxiety to’ (early 19th century, the date also of the noun).",meanings,examples
distribute,dɪˈstrɪbjuːt,"late Middle English: from Latin distribut- ‘divided up’, from the verb distribuere, from dis- ‘apart’ + tribuere ‘assign’.",meanings,examples
shout,ʃaʊt,"late Middle English: perhaps related to shoot; compare with Old Norse skúta ‘a taunt’, also with the verb scout2.",meanings,examples
kitchen,ˈkɪtʃɪn,"Old English cycene, of West Germanic origin; related to Dutch keuken and German Küche, based on Latin coquere ‘to cook’.",meanings,examples
creation,kriːˈeɪʃ(ə)n,"late Middle English: via Old French from Latin creatio(n- ), from the verb creare (see create).",meanings,examples
inclination,ɪnklɪˈneɪʃ(ə)n,"late Middle English: from Latin inclinatio(n- ), from inclinare ‘bend towards’ (see incline).",meanings,examples
stench,stɛn(t)ʃ,"Old English stenc  ‘smell’, of Germanic origin; related to Dutch stank, German Gestank, also to the verb stink.",meanings,examples
think,θɪŋk,"Old English thencan, of Germanic origin; related to Dutch and German denken .",meanings,examples
think ill of,,,meanings,examples
blandly,ˈblandli,,meanings,examples
overstrung,,,meanings,examples
occur,əˈkəː,"late 15th century: from Latin occurrere ‘go to meet, present itself’, from ob- ‘against’ + currere ‘to run’.",meanings,examples
forbidden,fəˈbɪd(ə)n,,meanings,examples
forbid,fəˈbɪd,"Old English forbēodan  (see for-, bid2).",meanings,examples
desire,dɪˈzʌɪə,"Middle English: from Old French desir (noun), desirer (verb), from Latin desiderare (see desiderate).",meanings,examples
anxiously,ˈaŋkʃəsli,,meanings,examples
accused,əˈkjuːzd,,meanings,examples
accuse,əˈkjuːz,"Middle English: from Old French acuser, from Latin accusare ‘call to account’, from ad- ‘towards’ + causa ‘reason, motive, lawsuit’.",meanings,examples
replace,rɪˈpleɪs,,meanings,examples
reporter,rɪˈpɔːtə,,meanings,examples
service,ˈsəːvɪs,"Old English (denoting religious devotion or a form of liturgy), from Old French servise or Latin servitium ‘slavery’, from servus ‘slave’. The early sense of the verb (mid 19th century) was ‘be of service to, provide with a service’.",meanings,examples
shove,ʃʌv,"Old English scūfan (verb), of Germanic origin; related to Dutch schuiven and German schieben, also to shuffle.",meanings,examples
pet,pɛt,early 16th century (as a noun; originally Scots and northern English): of unknown origin.,meanings,examples
filling,ˈfɪlɪŋ,,meanings,examples
fill,fɪl,"Old English fyllan (verb), fyllu (noun) of Germanic origin; related to Dutch vullen and German füllen (verbs), Fülle (noun), also to full1.",meanings,examples
torture,ˈtɔːtʃə,"late Middle English (in the sense ‘distortion, twisting’, or a physical disorder characterized by this): via French from late Latin tortura ‘twisting, torment’, from Latin torquere ‘to twist’.",meanings,examples
mistress,ˈmɪstrəs,"Middle English: from Old French maistresse, from maistre ‘master’.",meanings,examples
watch,wɒtʃ,"Old English wæcce  ‘watchfulness’, wæccende  ‘remaining awake’; related to wake1. The sense ‘small timepiece’ probably developed by way of a sense ‘alarm device attached to a clock’.",meanings,examples
speech,spiːtʃ,"Old English sprǣc, sprēc, later spēc, of West Germanic origin: related to Dutch spraak, German Sprache, also to speak.",meanings,examples
comatose,ˈkəʊmətəʊs,"late 17th century: from Greek kōma, kōmat- ‘deep sleep’ + -ose1.",meanings,examples
purple,ˈpəːp(ə)l,"Old English (describing the clothing of an emperor), alteration of purpre, from Latin purpura ‘purple’, from Greek porphura, denoting molluscs that yielded a crimson dye, also cloth dyed with this.",meanings,examples
cabinet,ˈkabɪnɪt,"mid 16th century: from cabin + -et1, influenced by French cabinet .",meanings,examples
thing,θɪŋ,"Old English, of Germanic origin; related to German Ding . Early senses included ‘meeting’ and ‘matter, concern’ as well as ‘inanimate object’.",meanings,examples
margin,ˈmɑːdʒɪn,"late Middle English: from Latin margo, margin- ‘edge’.",meanings,examples
"won't",wəʊnt,,meanings,examples
slap,slap,late Middle English (as a verb): probably imitative. The noun dates from the mid 17th century.,meanings,examples
undertone,ˈʌndətəʊn,,meanings,examples
frill,frɪl,late 16th century: from or related to Flemish frul .,meanings,examples
glare,ɡlɛː,"Middle English (in the sense ‘shine strongly’): from Middle Dutch and Middle Low German glaren ‘to gleam, glare’: perhaps related to glass. The sense ‘stare’ occurred first in the adjective glaring (late Middle English).",meanings,examples
shook,ʃʊk,,meanings,examples
shook,ʃʊk,late 18th century: of unknown origin.,meanings,examples
shake,ʃeɪk,"Old English sc(e)acan (verb), of Germanic origin.",meanings,examples
deception,dɪˈsɛpʃ(ə)n,"late Middle English: from late Latin deceptio(n- ), from decipere ‘deceive’.",meanings,examples
dying,ˈdʌɪɪŋ,late 16th century: present participle of die1.,meanings,examples
die,dʌɪ,"Middle English: from Old Norse deyja, of Germanic origin; related to dead.",meanings,examples
pay,peɪ,"Middle English (in the sense ‘pacify’): from Old French paie (noun), payer (verb), from Latin pacare ‘appease’, from pax, pac- ‘peace’. The notion of ‘payment’ arose from the sense of ‘pacifying’ a creditor.",meanings,examples
pay,peɪ,"early 17th century: from Old Northern French peier, from Latin picare, from pix, pic- ‘pitch’.",meanings,examples
fellow,ˈfɛləʊ,"late Old English fēolaga  ‘a partner or colleague’ (literally ‘one who lays down money in a joint enterprise’), from Old Norse félagi, from fé ‘cattle, property, money’ + the Germanic base of lay1.",meanings,examples
slovenly,ˈslʌv(ə)nli,,meanings,examples
blow,bləʊ,"Old English blāwan, of Germanic origin; related to German blähen ‘blow up, swell’, from an Indo-European root shared by Latin flare ‘blow’.",meanings,examples
blow,bləʊ,late Middle English: of unknown origin.,meanings,examples
blow,bləʊ,"Old English blōwan, of Germanic origin; related to Dutch bloeien and German blühen, also to bloom1 and blossom.",meanings,examples
donation,də(ʊ)ˈneɪʃ(ə)n,"late Middle English: via Old French from Latin donatio(n- ), from the verb donare, based on donum ‘gift’.",meanings,examples
start,stɑːt,"Old English styrtan  ‘to caper, leap’, of Germanic origin; related to Dutch storten ‘push’ and German stürzen ‘fall headlong, fling’. From the sense ‘sudden movement’ arose the sense ‘initiation of movement, setting out on a journey’ and hence ‘beginning of a process, etc.’.",meanings,examples
budget,ˈbʌdʒɪt,"late Middle English: from Old French bougette, diminutive of bouge ‘leather bag’, from Latin bulga ‘leather bag, knapsack’, of Gaulish origin. Compare with bulge. The word originally meant a pouch or wallet, and later its contents. In the mid 18th century, the Chancellor of the Exchequer, in presenting his annual statement, was said ‘to open the budget’. In the late 19th century the use of the term was extended from governmental to other finances.",meanings,examples
actual,ˈaktʃʊəl,"Middle English: from Old French actuel ‘active, practical’, from late Latin actualis, from actus (see act).",meanings,examples
eastern,ˈiːst(ə)n,"Old English ēasterne  (as east, -ern).",meanings,examples
glass,ɡlɑːs,"Old English glæs, of Germanic origin; related to Dutch glas and German Glas .",meanings,examples
reflection,rɪˈflɛkʃ(ə)n,"late Middle English: from Old French reflexion or late Latin reflexio(n- ), from Latin reflex- ‘bent back’, from the verb reflectere .",meanings,examples
clatter,ˈklatə,"Old English (as a verb), of imitative origin.",meanings,examples
ultimate,ˈʌltɪmət,"mid 17th century: from late Latin ultimatus, past participle of ultimare ‘come to an end’.",meanings,examples
widely,ˈwʌɪdli,,meanings,examples
prosecute,ˈprɒsɪkjuːt,"late Middle English (in prosecute (sense 2)): from Latin prosecut- ‘pursued, accompanied’, from the verb prosequi, from pro- ‘onward’ + sequi ‘follow’.",meanings,examples
jacket,ˈdʒakɪt,"late Middle English: from Old French jaquet, diminutive of jaque (see jack2).",meanings,examples
mackinaw,ˈmakɪnɔː,"early 19th century: named after Mackinaw City, Michigan, formerly an important trading post.",meanings,examples
spurt,spəːt,mid 16th century: of unknown origin.,meanings,examples
ancestral,anˈsɛstr(ə)l,"late Middle English: from Old French ancestrel, from ancestre (see ancestor).",meanings,examples
suited,ˈsuːtɪd,,meanings,examples
suit,suːt,"Middle English: from Anglo-Norman French siwte, from a feminine past participle of a Romance verb based on Latin sequi ‘follow’. Early senses included ‘attendance at a court’ and ‘legal process’; suit (sense 1 of the noun and sense 2 of the noun) derive from an earlier meaning ‘set of things to be used together’. The verb sense ‘make appropriate’ dates from the late 16th century.",meanings,examples
pace,peɪs,"Middle English: from Old French pas, from Latin passus ‘stretch (of the leg)’, from pandere ‘to stretch’.",meanings,examples
easy,ˈiːzi,"Middle English (also in the sense ‘comfortable, tranquil’): from Old French aisie, past participle of aisier ‘put at ease, facilitate’ (see ease).",meanings,examples
shop,ʃɒp,"Middle English: shortening of Old French eschoppe ‘lean-to booth’, of West Germanic origin; related to German Schopf ‘porch’ and English dialect shippon ‘cattle shed’. The verb is first recorded (mid 16th century) in the sense ‘imprison’ (from an obsolete slang use of the noun for ‘prison’), hence shop (sense 2 of the verb).",meanings,examples
assume,əˈsjuːm,"late Middle English: from Latin assumere, from ad- ‘towards’ + sumere ‘take’.",meanings,examples
clumsiness,ˈklʌmzɪnəs,,meanings,examples
expire,ɪkˈspʌɪə,"late Middle English: from Old French expirer, from Latin exspirare ‘breathe out’, from ex- ‘out’ + spirare ‘breathe’.",meanings,examples
askance,əˈskans,late 15th century: of unknown origin.,meanings,examples
memory,ˈmɛm(ə)ri,"Middle English: from Old French memorie, from Latin memoria, from memor ‘mindful, remembering’.",meanings,examples
concept,ˈkɒnsɛpt,"mid 16th century (in the sense ‘thought, imagination’): from Latin conceptum ‘something conceived’, from Latin concept- ‘conceived’, from concipere (see conceive).",meanings,examples
intercede,ˌɪntəˈsiːd,"late 16th century: from French intercéder or Latin intercedere ‘intervene’, from inter- ‘between’ + cedere ‘go’.",meanings,examples
farmer,ˈfɑːmə,"late Middle English: from Old French fermier, from medieval Latin firmarius, firmator, from firma (see farm). farmer (sense 1) originally denoted a bailiff or steward who farmed land on the owner's behalf, or a tenant farmer.",meanings,examples
house,,"Old English hūs (noun), hūsian (verb), of Germanic origin; related to Dutch huis, German Haus (nouns), and Dutch huizen, German hausen (verbs).",meanings,examples
hitch,hɪtʃ,Middle English (in hitch (sense 1 of the verb)): of unknown origin.,meanings,examples
chilling,ˈtʃɪlɪŋ,,meanings,examples
chill,tʃɪl,"Old English cele, ciele  ‘cold, coldness’, of Germanic origin; related to cold.",meanings,examples
currant,ˈkʌr(ə)nt,"Middle English raisons of Corauntz, translating Anglo-Norman French raisins de Corauntz ‘grapes of Corinth’ (the original source).",meanings,examples
lift,lɪft,"Middle English: from Old Norse lypta, of Germanic origin; related to loft.",meanings,examples
bellow,ˈbɛləʊ,Middle English: perhaps from late Old English bylgan .,meanings,examples
stare,stɛː,"Old English starian, of Germanic origin, from a base meaning ‘be rigid’.",meanings,examples
attend,əˈtɛnd,"Middle English (in the sense ‘apply one's mind or energies to’): from Old French atendre, from Latin attendere, from ad- ‘to’ + tendere ‘stretch’.",meanings,examples
leap,liːp,"Old English hlēapan (verb), hlȳp (noun), of Germanic origin; related to Dutch lopen, German laufen (verb), and Dutch loop, German Lauf (noun), all meaning ‘run’, also to lope.",meanings,examples
humble,ˈhʌmb(ə)l,"Middle English: from Old French, from Latin humilis ‘low, lowly’, from humus ‘ground’.",meanings,examples
inspired,ɪnˈspʌɪəd,,meanings,examples
inspire,ɪnˈspʌɪə,"Middle English enspire, from Old French inspirer, from Latin inspirare ‘breathe or blow into’ from in- ‘into’ + spirare ‘breathe’. The word was originally used of a divine or supernatural being, in the sense ‘impart a truth or idea to someone’.",meanings,examples
community,kəˈmjuːnɪti,"late Middle English: from Old French comunete, reinforced by its source, Latin communitas, from communis (see common).",meanings,examples
stroll,strəʊl,"early 17th century (in the sense ‘roam as a vagrant’): probably from German strollen, strolchen, from Strolch ‘vagabond’, of unknown ultimate origin.",meanings,examples
packet,ˈpakɪt,"mid 16th century: diminutive of pack1, perhaps from Anglo-Norman French; compare with Anglo-Latin paccettum .",meanings,examples
